OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GID,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_06,UTC_PCT_06,UTCAC0620,UTCPCT0620,UTC_AC_11,UTC_PCT_11,UTCAC1120,UTCPCT1120,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,ENRGY_CON,STRM_WTR,UHI,LAND_OWN,WLDLF_CON,OVERALL,LOW_UTC,POS_UTC,GIS_ID,GLOBALID,FIELD,SHAPEAREA,SHAPELEN
38,11,001,009507,1,110010095071,Block Group 1,G5030,S,295290,0,+38.9584945,-076.9977787,232,72.96,72.96,13.76,18.86,16.61,22.77,12.11,16.6,42.32,58.01,11.17,15.3,1.63,2.24,1.98,2.72,15.43,21.15,0,0,0.27,0.37,13.76,18.86,15.69,21.51,19.02,26.06,3.32,4.55,0.91,1.24,40.18,55.08,39.01,53.47,0.27,0.37,0,0,13.47,18.46217105,0.29,0.39782895,15.37,21.06633772,-1.61,-2.20633772,16.35,22.40953947,-2.59,-3.54953947,12.47336278,4.55127556,32.73253003,0.72928328,0,7.39718564,81.14,26.06,UTC_BlockGroupPly_2020_232,{03DED7CE-C210-40E9-8BD4-3D107A173371},,0,0
39,11,001,002002,2,110010020022,Block Group 2,G5030,S,141568,0,+38.9580715,-077.0299171,308,34.98,34.98,8.19,23.41,3.97,11.35,8.83,25.25,22.82,65.24,5.79,16.55,2.06,5.89,1.3,3.72,4.84,13.84,0,0,0,0,8.19,23.41,3.96,11.31,7.33,20.96,3.37,9.65,0,0,19.46,55.63,19.46,55.63,0,0,0,0,5.64,16.12349914,2.55,7.28650086,8.33,23.81360778,-0.14,-0.40360778,6.45,18.43910806,1.74,4.97089194,4.43485032,9.64515362,32.91818479,0.43913502,0,7.18700232,76.59,20.96,UTC_BlockGroupPly_2020_308,{231C6D20-3E8E-4DC5-9B21-348020244127},,0,0
40,11,001,001402,2,110010014022,Block Group 2,G5030,S,359693,0,+38.9595110,-077.0618412,571,88.88,88.82,55.04,61.93,10.77,12.12,10.74,12.09,23.01,25.89,5.82,6.55,1.09,1.23,1.04,1.17,4.32,4.86,0.06,0.06450357,0,0,55.04,61.97,10.62,11.96,12.77,14.37,2.15,2.42,0.12,0.14,21.01,23.66,20.89,23.52,0,0,0.06,0.06,55.11,62.0468363,-0.07,-0.0768363,49.82,56.0909705,5.22,5.8790295,61.57,69.31997298,-6.53,-7.34997298,1.50474366,2.48871522,30.24575452,0.20410116,13.90575081,6.50596274,38.03,14.37,UTC_BlockGroupPly_2020_571,{E4C55966-65CC-4E51-BB15-75F02B061E87},,0,0
41,11,001,001402,3,110010014023,Block Group 3,G5030,S,198140,0,+38.9584265,-077.0698029,61,48.96,48.96,26.62,54.37,4.02,8.22,8.05,16.44,18.32,37.41,4.84,9.89,1.61,3.29,0.87,1.78,2.94,6.01,0,0.00151417,0,0,26.62,54.37,4.01,8.19,6.5,13.29,2.5,5.1,0,0,15.84,32.34,15.83,32.34,0,0,0,0,24.37,49.7753268,2.25,4.5946732,22.15,45.24101307,4.47,9.12898693,26.45,54.02369281,0.17,0.34630719,3.88879021,5.10916621,30.35310726,0.61651219,9.58390924,6.54286815,45.63,13.29,UTC_BlockGroupPly_2020_61,{C7479867-29DA-481D-B309-A6A4C8381156},,0,0
42,11,001,002101,1,110010021011,Block Group 1,G5030,S,182716,0,+38.9586558,-077.0248732,309,45.15,45.15,13.29,29.44,6.24,13.82,8.99,19.9,25.54,56.56,6.65,14.74,1.08,2.4,1.51,3.33,7.31,16.19,0,0,0.08,0.18,13.29,29.44,6.13,13.58,8.73,19.35,2.6,5.77,0.09,0.2,23.12,51.21,22.95,50.83,0.08,0.18,0,0,11.42,25.29346622,1.87,4.14653378,14.99,33.20044297,-1.7,-3.76044297,12.58,27.86267996,0.71,1.57732004,2.05943522,5.76798143,32.9055355,8.90245253,0,7.0861429,70.56,19.35,UTC_BlockGroupPly_2020_309,{6B759191-92DC-4F94-8E2F-6983AE33D1EE},,0,0
43,11,001,001004,1,110010010041,Block Group 1,G5030,S,277610,0,+38.9569443,-077.0867243,380,68.6,68.6,23.48,34.24,6.96,10.15,14.9,21.72,38.15,55.62,7.62,11.11,8.71,12.69,2.4,3.5,4.52,6.6,0,0,0,0,23.48,34.24,6.89,10.05,18.04,26.3,11.15,16.25,0.03,0.05,27.07,39.46,27.04,39.42,0,0,0,0,21.72,31.66180758,1.76,2.57819242,24.67,35.96209913,-1.19,-1.72209913,23.16,33.76093294,0.32,0.47906706,2.94033311,16.24916,31.03658019,0,9.1381945,7.36947548,65.76,26.3,UTC_BlockGroupPly_2020_380,{C2BCA667-27F3-4675-A0AA-1CAC0BAEF160},,0,0
44,11,001,002600,2,110010026002,Block Group 2,G5030,S,1307344,40339,+38.9491372,-077.0431035,490,333.01,331.06,228.46,68.6,38,11.41,23.89,7.18,64.51,19.37,17.6,5.29,6.04,1.81,4.15,1.25,12.82,3.85,1.95,0.5870236,0.09,0.03,228.46,69.01,31.82,9.61,42.04,12.7,10.22,3.09,6.12,1.85,60.56,18.29,54.35,16.42,0.09,0.03,1.95,0.59,220.64,66.64652933,7.82,2.36347067,237.35,71.69395276,-8.89,-2.68395276,229.38,69.28653416,-0.92,-0.27653416,2.13542168,3.14016873,30.42018828,0.00746818,8.24162618,6.20667413,30.99,12.7,UTC_BlockGroupPly_2020_490,{53F47CF1-50B2-446B-B200-3CAD50D11C69},,0,0
45,11,001,002102,1,110010021021,Block Group 1,G5030,S,166977,0,+38.9585695,-077.0134599,19,41.26,41.26,11.77,28.52,6.5,15.76,8.01,19.41,22.99,55.72,7.31,17.73,0,0,1.36,3.3,6.31,15.29,0,0,0,0,11.77,28.52,6.49,15.73,7.86,19.06,1.37,3.33,0,0,21.63,52.43,21.63,52.43,0,0,0,0,9.5,23.02472128,2.27,5.49527872,13.09,31.72564227,-1.32,-3.20564227,11.63,28.18710616,0.14,0.33289384,7.21258007,3.32867598,32.9366959,0.26537429,0.86091002,7.04063913,71.48,19.06,UTC_BlockGroupPly_2020_19,{E026FD80-3BF8-4FD7-8E02-44B2BDEA0918},,0,0
46,11,001,001100,3,110010011003,Block Group 3,G5030,S,159813,0,+38.9570961,-077.0730263,297,39.49,39.49,21.39,54.18,4.36,11.03,6.51,16.47,13.74,34.79,4.18,10.57,0.39,0.99,0.59,1.49,2.08,5.26,0,0,0,0,21.39,54.18,4.33,10.96,5.31,13.46,0.99,2.5,0.02,0.05,12.78,32.36,12.76,32.31,0,0,0,0,20.09,50.8736389,1.3,3.3063611,19.1,48.36667511,2.29,5.81332489,22.09,55.93821221,-0.7,-1.75821221,3.11575235,2.49545774,31.00714765,0.00428602,11.42632056,6.63746772,45.82,13.46,UTC_BlockGroupPly_2020_297,{0BCDD1C8-998F-45B4-BD5B-D1130517D4A1},,0,0
47,11,001,001301,2,110010013012,Block Group 2,G5030,S,542936,0,+38.9551074,-077.0625869,421,134.17,134.07,91.58,68.26,17.4,12.97,11.8,8.8,25.09,18.7,7.6,5.67,0,0,0.57,0.42,5.12,3.81,0.1,0.07145975,0,0,91.58,68.31,17.29,12.89,17.87,13.33,0.58,0.43,0.1,0.07,24.62,18.36,24.52,18.29,0,0,0.1,0.07,91.59,68.3150593,-0.01,-0.0050593,80.14,59.77474454,11.44,8.53525546,95.43,71.17923473,-3.85,-2.86923473,2.30572521,1.20880149,29.84645453,0.3739151,13.32501415,6.31308707,31.69,13.33,UTC_BlockGroupPly_2020_421,{5725BDF0-17B5-4942-8F2C-8B6B37C802EB},,0,0
48,11,001,001100,4,110010011004,Block Group 4,G5030,S,622704,0,+38.9527135,-077.0765354,298,153.88,153.88,50.63,32.9,40.42,26.27,22.45,14.59,61.87,40.2,17.49,11.36,2.65,1.72,6.21,4.04,13.06,8.49,0,0,0.96,0.62,50.63,32.9,33.94,22.06,42.63,27.7,8.69,5.65,6.45,4.19,60.62,39.4,53.22,34.59,0.95,0.62,0,0,51.11,33.21419288,-0.48,-0.31419288,51.11,33.21419288,-0.48,-0.31419288,52.29,33.98102417,-1.66,-1.08102417,1.22259705,5.64498016,30.62961854,18.94755001,10.94582788,7.47191492,67.1,27.7,UTC_BlockGroupPly_2020_298,{E9ED47AA-9B7B-49B6-B65A-13D1A5401BEF},,0,0
49,11,001,002102,6,110010021026,Block Group 6,G5030,S,117990,0,+38.9559816,-077.0179654,432,29.15,29.15,7.15,24.51,2.63,9.02,7.55,25.9,19.33,66.3,5.07,17.37,0.47,1.61,1.15,3.95,5.09,17.46,0,0,0.05,0.18,7.15,24.51,2.58,8.85,4.18,14.35,1.6,5.5,0.04,0.14,17.83,61.14,17.73,60.81,0.05,0.18,0,0,4.89,16.77530017,2.26,7.73469983,7.17,24.59691252,-0.02,-0.08691252,5.84,20.03430532,1.31,4.47569468,3.37261682,5.50074381,32.64663768,0.62428672,0,6.86906206,75.49,14.35,UTC_BlockGroupPly_2020_432,{7C58D21D-5DC0-4903-955F-4D1F07347D0F},,0,0
50,11,001,002102,4,110010021024,Block Group 4,G5030,S,127580,0,+38.9549638,-077.0148064,431,31.52,31.52,7.12,22.58,5.29,16.78,6.85,21.72,19.11,60.64,5.28,16.75,0.72,2.29,1.31,4.14,4.96,15.74,0,0,0,0,7.12,22.58,3.02,9.57,5.06,16.04,2.04,6.47,2.26,7.17,19.35,61.38,17.09,54.21,0,0,0,0,5.94,18.84517767,1.18,3.73482234,7.5,23.79441624,-0.38,-1.21441624,6.76,21.44670051,0.36,1.13329949,3.60159722,6.46691717,32.93569535,3.88593035,0,7.06744097,77.42,16.04,UTC_BlockGroupPly_2020_431,{0612082E-C853-4CF0-8E7A-6025337445E0},,0,0
51,11,001,002102,3,110010021023,Block Group 3,G5030,S,98074,0,+38.9551230,-077.0126217,430,24.24,24.24,4.99,20.58,2.72,11.24,6.63,27.36,16.52,68.18,4.3,17.74,0.42,1.72,1.21,5,3.96,16.36,0,0,0,0,4.99,20.58,2.72,11.21,4.35,17.95,1.63,6.74,0,0,14.9,61.46,14.9,61.46,0,0,0,0,4.27,17.61551155,0.72,2.96448845,5.7,23.51485149,-0.71,-2.93485149,4.7,19.38943894,0.29,1.19056106,4.29808766,6.74136917,33.11558867,0,0,7.10693557,79.42,17.95,UTC_BlockGroupPly_2020_430,{5DE5F2EA-1841-45A7-93E4-BF712D0782BD},,0,0
52,11,001,002102,2,110010021022,Block Group 2,G5030,S,134073,0,+38.9549474,-077.0103732,429,33.13,33.13,8.75,26.42,4.69,14.16,7.3,22.03,19.68,59.41,5.81,17.54,0.81,2.46,1.29,3.9,4.47,13.48,0,0,0,0,8.75,26.42,4.49,13.56,6.6,19.94,2.11,6.37,0.19,0.59,17.77,53.64,17.58,53.05,0,0,0,0,6.26,18.89526109,2.49,7.52473891,8.5,25.65650468,0.25,0.76349532,8.2,24.75098098,0.55,1.66901902,6.42247281,6.37267848,33.07656493,0.01319249,0,7.12023516,73.58,19.94,UTC_BlockGroupPly_2020_429,{48C4516D-8BB1-45A7-AFFD-82C588DE3845},,0,0
53,11,001,002101,2,110010021012,Block Group 2,G5030,S,85485,0,+38.9563882,-077.0219606,487,21.12,21.12,3.67,17.35,1.39,6.59,6.34,30.02,16.07,76.06,3.28,15.52,1.14,5.39,1.22,5.75,4.09,19.37,0,0,0,0,3.67,17.35,1.39,6.58,3.75,17.73,2.36,11.15,0,0,13.71,64.91,13.71,64.91,0,0,0,0,3.52,16.66666667,0.15,0.68333333,4.46,21.11742424,-0.79,-3.76742424,3.53,16.71401515,0.14,0.63598485,3.61790327,11.15133234,32.59263554,0.00911027,0,7.14794393,82.65,17.73,UTC_BlockGroupPly_2020_487,{BC33E8BB-338B-44B5-9E50-38181709DC74},,0,0
54,11,001,002101,5,110010021015,Block Group 5,G5030,S,82327,0,+38.9562770,-077.0260311,428,20.34,20.34,4.39,21.56,1.55,7.62,5.11,25.1,14.33,70.46,3.74,18.4,0.46,2.26,1.03,5.05,4,19.64,0,0,0.07,0.36,4.39,21.56,1.54,7.59,3.04,14.93,1.49,7.34,0,0,12.92,63.51,12.85,63.15,0.07,0.36,0,0,4.21,20.69813176,0.18,0.86186824,5.58,27.43362832,-1.19,-5.87362832,3.85,18.92822026,0.54,2.63177974,4.08816222,7.3451285,32.98931281,0.38989455,0,7.03414427,78.44,14.93,UTC_BlockGroupPly_2020_428,{A43CF8C5-2C80-41EA-B134-FB2794D5913F},,0,0
55,11,001,009508,1,110010095081,Block Group 1,G5030,S,249822,0,+38.9557112,-076.9949901,233,61.73,61.73,12.83,20.79,13.28,21.52,12.18,19.73,35.61,57.69,9.94,16.1,0.11,0.17,1.22,1.98,12.16,19.7,0,0,0,0,12.83,20.79,13.27,21.5,14.62,23.68,1.35,2.18,0,0,34.28,55.53,34.28,55.53,0,0,0,0,9.59,15.53539608,3.24,5.25460392,11.97,19.39089584,0.86,1.39910416,12.69,20.55726551,0.14,0.23273449,16.96579476,2.17923489,32.82980547,0.20413542,0,7.39570985,79.21,23.68,UTC_BlockGroupPly_2020_233,{1F0650FE-068F-4B37-AC9E-FC456098E9F4},,0,0
56,11,001,009508,3,110010095083,Block Group 3,G5030,S,111326,0,+38.9544992,-077.0016032,203,27.51,27.51,6.29,22.87,4.74,17.24,3.82,13.89,16.42,59.68,2.84,10.31,4.16,15.12,1.43,5.2,4.17,15.17,0,0,0.06,0.21,6.29,22.87,4.73,17.19,10.33,37.56,5.6,20.37,0,0,10.88,39.57,10.83,39.36,0.06,0.21,0,0,4.7,17.08469647,1.59,5.78530353,5.91,21.48309706,0.38,1.38690294,6.21,22.5736096,0.08,0.2963904,18.51720429,20.36725529,33.02541439,1.75264713,0.04439984,8.21807092,77.13,37.56,UTC_BlockGroupPly_2020_203,{FBAC6E93-B12F-49C1-8998-3F60A3C0A8FD},,0,0
57,11,001,001003,2,110010010032,Block Group 2,G5030,S,295134,0,+38.9530345,-077.0921995,53,72.93,72.93,42.93,58.87,12.62,17.3,7.64,10.47,17.38,23.83,6.21,8.52,0,0,0.85,1.17,2.68,3.67,0,0,0,0,42.93,58.87,11.81,16.2,12.69,17.4,0.87,1.2,0.78,1.07,17.31,23.74,16.53,22.67,0,0,0,0,39.77,54.53174277,3.16,4.33825723,44.11,60.4826546,-1.18,-1.6126546,44.79,61.41505553,-1.86,-2.54505553,3.57263847,1.1980867,30.44644084,0.00576517,17.3959749,6.80373026,41.13,17.4,UTC_BlockGroupPly_2020_53,{F0A19EED-2B49-4D22-A32B-79512885CCC8},,0,0
58,11,001,002002,3,110010020023,Block Group 3,G5030,S,363921,0,+38.9528931,-077.0304950,549,89.93,89.93,28.98,32.22,16.74,18.61,17.02,18.93,44.2,49.15,11.63,12.94,1.53,1.7,2.59,2.88,11.42,12.7,0,0,0.01,0.01,28.98,32.22,15.94,17.73,20.08,22.33,4.14,4.61,0.76,0.84,40.86,45.44,40.1,44.59,0.01,0.01,0,0,22.5,25.01945958,6.48,7.20054042,35.55,39.53074614,-6.57,-7.31074614,25.78,28.6667408,3.2,3.5532592,9.96184613,4.6071566,32.65292298,0.75465787,0.82010344,7.12912038,67.78,22.33,UTC_BlockGroupPly_2020_549,{347C08E3-D763-4E3E-B40E-7708F7C37ED3},,0,0
59,11,001,002002,1,110010020021,Block Group 1,G5030,S,343887,0,+38.9486403,-077.0290558,570,84.97,84.97,30.09,35.41,13.87,16.33,14.82,17.45,41,48.26,12.93,15.22,2.44,2.87,2.87,3.38,7.94,9.34,0,0,0,0,30.09,35.41,13.19,15.52,18.5,21.77,5.31,6.25,0.65,0.76,36.38,42.81,35.73,42.05,0,0,0,0,25.58,30.10474285,4.51,5.30525715,35.32,41.5676121,-5.23,-6.1576121,26.51,31.19924679,3.58,4.21075321,6.12929913,6.25455507,31.97432438,0.06034352,2.30245749,6.95759387,64.59,21.77,UTC_BlockGroupPly_2020_570,{E600803C-AD0B-41C2-8BD7-204089A660BE},,0,0
60,11,001,009508,4,110010095084,Block Group 4,G5030,S,367488,0,+38.9521808,-077.0037250,162,90.8,90.8,28.84,31.76,13.79,15.19,8.33,9.17,47.43,52.23,7.62,8.39,14.71,16.2,3.56,3.92,13.22,14.56,0,0,0.74,0.82,28.84,31.76,13.77,15.16,32.04,35.29,18.28,20.13,0.01,0.01,29.92,32.95,29.16,32.12,0.74,0.82,0,0,29.04,31.98237885,-0.2,-0.22237885,33.31,36.68502203,-4.47,-4.92502203,33.8,37.2246696,-4.96,-5.4646696,1.54313456,20.12921801,32.33959347,8.65188983,16.57841924,8.34560691,68.24,35.29,UTC_BlockGroupPly_2020_162,{06774251-C072-4D59-B01E-80D9F9516665},,0,0
61,11,001,009508,2,110010095082,Block Group 2,G5030,S,233576,0,+38.9534860,-076.9927938,113,57.72,57.72,14.15,24.52,15.22,26.36,9.57,16.58,28.35,49.11,8.8,15.25,3.03,5.25,1.99,3.45,4.96,8.59,0,0,0,0,14.15,24.52,15.21,26.35,20.24,35.06,5.03,8.71,0,0,23.33,40.42,23.33,40.42,0,0,0,0,13.73,23.78724879,0.42,0.73275121,15.03,26.03950104,-0.88,-1.51950104,14.5,25.12127512,-0.35,-0.60127512,11.26895424,8.7070957,32.80401054,5.23866472,0.62444081,7.70837507,75.48,35.06,UTC_BlockGroupPly_2020_113,{E6B1655E-DD29-47DA-B307-92F2AE1E58E3},,0,0
62,11,001,002101,3,110010021013,Block Group 3,G5030,S,131657,0,+38.9536714,-077.0218322,310,32.53,32.53,8.34,25.65,4.37,13.44,8.23,25.3,19.82,60.92,4.18,12.83,0,0,0.75,2.3,6.67,20.49,0,0,0,0,8.34,25.65,4.37,13.42,5.12,15.73,0.75,2.31,0,0,19.07,58.62,19.07,58.62,0,0,0,0,6.08,18.69043959,2.26,6.95956041,8.68,26.68306179,-0.34,-1.03306179,6.87,21.11896711,1.47,4.53103289,6.61909453,2.3122926,32.59398357,0,0,6.86672463,74.35,15.73,UTC_BlockGroupPly_2020_310,{AA5229AD-2A84-4F29-9ED8-3F389D9B37DF},,0,0
63,11,001,002101,4,110010021014,Block Group 4,G5030,S,118807,0,+38.9535792,-077.0257829,414,29.35,29.35,6.68,22.75,3.02,10.3,7.18,24.45,19.64,66.92,4.87,16.6,1.38,4.7,1.2,4.1,5.01,17.07,0,0,0.01,0.03,6.68,22.75,1.97,6.72,4.56,15.52,2.58,8.8,1.04,3.55,18.12,61.72,17.07,58.14,0.01,0.03,0,0,5.85,19.9318569,0.83,2.8181431,7.88,26.8483816,-1.2,-4.0983816,5.84,19.89778535,0.84,2.85221465,1.7690147,8.80402376,32.97700405,4.27992115,0,7.08115974,77.25,15.52,UTC_BlockGroupPly_2020_414,{D2CD25FD-06F1-4380-BC03-3B81AA598F76},,0,0
64,11,001,001004,2,110010010042,Block Group 2,G5030,S,495628,0,+38.9510941,-077.0848017,357,122.47,122.47,54.87,44.81,15.52,12.67,21.93,17.91,52.08,42.53,14.63,11.95,2.58,2.1,3.03,2.48,9.9,8.09,0,0,0,0,54.87,44.81,15.37,12.55,21.05,17.18,5.68,4.63,0.08,0.07,46.55,38.01,46.47,37.94,0,0,0,0,50.14,40.94063852,4.73,3.86936148,58.94,48.12607169,-4.07,-3.31607169,56.31,45.97860701,-1.44,-1.16860701,4.06778997,4.63380599,30.98154773,0.01204381,12.17903373,6.9258263,55.19,17.18,UTC_BlockGroupPly_2020_357,{95E9C268-5516-45DC-8847-CA1DFD0CBDB5},,0,0
65,11,001,001301,3,110010013013,Block Group 3,G5030,S,94081,0,+38.9534061,-077.0670174,422,23.24,23.24,11.08,47.65,3.42,14.72,4.3,18.5,8.74,37.62,1.78,7.66,0.57,2.43,0.31,1.35,1.78,7.68,0,0.01169441,0,0,11.08,47.65,3.33,14.33,4.22,18.17,0.89,3.84,0.08,0.33,7.94,34.17,7.86,33.84,0,0,0,0.01,8.76,37.69363167,2.32,9.95636833,7.97,34.29432014,3.11,13.35567986,11.76,50.60240964,-0.68,-2.95240964,3.07571937,4.29567433,31.2294283,0,16.98910381,7.12730679,52.35,18.17,UTC_BlockGroupPly_2020_422,{1080F950-D9A2-4608-98F3-D47775D09E6E},,0,0
66,11,001,002102,5,110010021025,Block Group 5,G5030,S,81281,0,+38.9532523,-077.0178374,542,20.09,20.09,5.21,25.96,2.6,12.96,4.78,23.8,12.27,61.08,3.35,16.66,0.2,0.99,0.68,3.4,3.26,16.23,0,0,0,0,5.21,25.96,2.45,12.18,3.33,16.58,0.88,4.41,0.15,0.76,11.54,57.46,11.39,56.71,0,0,0,0,4.6,22.89696366,0.61,3.06303634,5.79,28.82030861,-0.58,-2.86030861,4.81,23.94225983,0.4,2.01774017,5.51498623,4.40460115,32.48972045,0.01324314,0,6.8866351,74.04,16.58,UTC_BlockGroupPly_2020_542,{2F9E1E91-60D9-4580-B325-D51F504FA991},,0,0
67,11,001,001200,1,110010012001,Block Group 1,G5030,S,192701,0,+38.9510274,-077.0709160,488,47.62,47.62,26.2,55.02,5.82,12.22,7.39,15.53,15.6,32.76,4.64,9.75,0.2,0.42,0.91,1.92,2.45,5.14,0,0,0,0,26.2,55.02,5.72,12,6.81,14.3,1.1,2.3,0.08,0.17,14.61,30.67,14.53,30.5,0,0,0,0,24.52,51.49097018,1.68,3.52902982,21.97,46.13607728,4.23,8.88392272,28.02,58.84082318,-1.82,-3.82082318,2.05030786,2.29981321,30.80683239,0,13.25968168,6.65602392,44.98,14.3,UTC_BlockGroupPly_2020_488,{E4F6C426-CA28-45A6-878C-EE946A85992F},,0,0
68,11,001,009503,1,110010095031,Block Group 1,G5030,S,670150,0,+38.9479355,-076.9848043,225,165.59,165.47,64.02,38.67,46.59,28.14,18.19,10.99,54.85,33.12,16.34,9.87,2.52,1.52,2.97,1.79,14.82,8.95,0.12,0.07148144,0,0,64.02,38.69,41.19,24.89,46.71,28.23,5.53,3.34,5.37,3.25,54.73,33.08,49.36,29.83,0,0,0.12,0.07,56.22,33.9759473,7.8,4.7140527,60.49,36.55647549,3.53,2.13352451,68.81,41.58457726,-4.79,-2.89457726,7.32545074,3.60059167,30.92057944,0.56049835,10.07997631,7.17876164,61.31,28.23,UTC_BlockGroupPly_2020_225,{4EFD7CAF-112F-48F7-B510-77005C0B34AF},,0,0
69,11,001,009510,1,110010095101,Block Group 1,G5030,S,520979,0,+38.9470136,-077.0040486,115,128.73,128.73,63.28,49.16,23.85,18.53,9.2,7.15,41.57,32.29,10.26,7.97,5.49,4.26,2.97,2.31,13.65,10.61,0,0,0.02,0.02,63.28,49.16,20.17,15.67,27.02,20.99,6.85,5.32,3.66,2.84,38.43,29.85,34.75,26.99,0.02,0.02,0,0,62.69,48.698827,0.59,0.461173,67.11,52.13237008,-3.83,-2.97237008,67.05,52.08576089,-3.77,-2.92576089,4.5840909,5.31999944,31.67787132,1.39470417,8.11952932,6.94878692,50.84,20.99,UTC_BlockGroupPly_2020_115,{126966A3-CB25-4F1C-B925-3D6D6E5F1DE0},,0,0
70,11,001,009509,1,110010095091,Block Group 1,G5030,S,178404,0,+38.9505145,-076.9916956,234,44.08,44.08,11.85,26.87,9.7,22,7.27,16.49,22.53,51.12,6.67,15.13,0.63,1.42,0.74,1.69,7.22,16.39,0,0,0,0.01,11.85,26.87,9.68,21.97,11.07,25.11,1.39,3.14,0,0,21.17,48.02,21.16,48.01,0,0.01,0,0,8.41,19.07894737,3.44,7.79105263,10.29,23.34392015,1.56,3.52607985,11.53,26.1569873,0.32,0.7130127,15.48037699,3.14207274,33.34894439,0,0,7.42169717,73.13,25.11,UTC_BlockGroupPly_2020_234,{94189FE8-DCA6-41F9-982D-59B701FB23CA},,0,0
71,11,001,002202,1,110010022021,Block Group 1,G5030,S,495385,566,+38.9479653,-077.0118821,436,122.55,122.55,40.74,33.24,50.58,41.27,9.2,7.51,31.1,25.38,13.2,10.77,0.96,0.79,2.06,1.68,5.68,4.63,0,0,0.12,0.1,40.74,33.24,50.55,41.25,53.59,43.73,3.04,2.48,0.02,0.01,28.22,23.03,28.08,22.91,0.12,0.1,0,0,35.97,29.35128519,4.77,3.88871481,45.57,37.18482252,-4.83,-3.94482252,45.06,36.76866585,-4.32,-3.52866585,1.95026804,2.48054256,32.01971882,0,12.2562767,7.63222644,66.76,43.73,UTC_BlockGroupPly_2020_436,{53C186FA-5C48-479D-B5AD-002D2583DDF0},,0,0
72,11,001,002202,3,110010022023,Block Group 3,G5030,S,105025,0,+38.9507031,-077.0177163,15,25.95,25.95,5.84,22.5,2.34,9.01,7.16,27.61,17.77,68.49,4.68,18.05,0,0,0.72,2.78,5.2,20.05,0,0,0,0,5.84,22.5,2.32,8.94,3.05,11.75,0.73,2.81,0.01,0.03,17.06,65.75,17.05,65.72,0,0,0,0,4.95,19.07514451,0.89,3.42485549,6.64,25.58766859,-0.8,-3.08766859,5.12,19.73025048,0.72,2.76974952,2.45859146,2.81290673,32.56230881,0.00904745,0,6.72124778,77.5,11.75,UTC_BlockGroupPly_2020_15,{D26A6461-5A2A-4C42-B919-243660510D80},,0,0
73,11,001,001301,4,110010013014,Block Group 4,G5030,S,122657,0,+38.9508362,-077.0645731,117,30.31,30.31,14.34,47.31,4.97,16.4,4.18,13.78,11,36.29,2.98,9.85,0.96,3.17,0.62,2.04,2.26,7.46,0,0,0,0,14.34,47.31,4.32,14.24,5.92,19.54,1.61,5.31,0.63,2.07,10.05,33.15,9.42,31.08,0,0,0,0,13.87,45.76047509,0.47,1.54952491,10.53,34.74100957,3.81,12.56899043,14.86,49.02672385,-0.52,-1.71672385,2.4391648,5.30489844,31.27430888,1.60040444,19.41791702,7.31101176,52.69,19.54,UTC_BlockGroupPly_2020_117,{7CB8D17D-C43C-4459-9B16-02498CA0E791},,0,0
74,11,001,002201,1,110010022011,Block Group 1,G5030,S,144521,0,+38.9502173,-077.0216700,433,35.71,35.71,8.74,24.48,2.88,8.06,9.78,27.39,24.09,67.46,6.41,17.94,0,0,1.1,3.08,6.8,19.05,0,0,0,0,8.74,24.48,2.88,8.06,3.98,11.15,1.1,3.09,0,0,22.99,64.37,22.99,64.37,0,0,0,0,8.17,22.87874545,0.57,1.60125455,9.62,26.93923271,-0.88,-2.45923271,7.1,19.88238589,1.64,4.59761411,3.28990941,3.09245015,32.71206308,0.02207275,0,6.74233256,75.52,11.15,UTC_BlockGroupPly_2020_433,{C432BB9E-9AFE-4D5D-A380-DBEFE1A35134},,0,0
75,11,001,009509,3,110010095093,Block Group 3,G5030,S,257781,0,+38.9494362,-076.9984204,236,63.69,63.69,12.99,20.4,8.52,13.38,12.61,19.8,42.17,66.21,7.87,12.35,6.55,10.29,1.08,1.7,14.06,22.08,0,0,0.01,0.01,12.99,20.4,8.51,13.37,16.15,25.36,7.64,11.99,0,0,34.55,54.24,34.54,54.23,0.01,0.01,0,0,8.79,13.80122468,4.2,6.59877532,9.26,14.53917412,3.73,5.86082588,12.14,19.06107709,0.85,1.33892291,5.66792292,11.99449817,33.1807139,5.22666132,4.5341334,7.73556456,79.6,25.36,UTC_BlockGroupPly_2020_236,{B058E11A-093C-4FD3-B606-792A107DE10C},,0,0
